State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Kansas,5/23/2020,"11,232",5/16/2020,"104,553","1,364,944",7.66
Kansas,5/30/2020,"10,028",5/23/2020,"99,948","1,364,944",7.32
Kansas,6/6/2020,"8,261",5/30/2020,"91,070","1,364,944",6.67
Kansas,6/13/2020,"8,287",6/6/2020,"83,881","1,364,944",6.15
Kansas,6/20/2020,"9,179",6/13/2020,"81,173","1,364,944",5.95
Kansas,6/27/2020,"9,738",6/20/2020,"79,455","1,364,944",5.82
Kansas,7/4/2020,"11,458",6/27/2020,"82,694","1,364,944",6.06
Kansas,7/11/2020,"13,368",7/4/2020,"81,561","1,367,656",5.96
Kansas,7/18/2020,"9,389",7/11/2020,"85,734","1,367,656",6.27
Kansas,7/25/2020,"10,462",7/18/2020,"78,979","1,367,656",5.77
Kansas,8/1/2020,"8,961",7/25/2020,"77,520","1,367,656",5.67
Kansas,8/8/2020,"11,209",8/1/2020,"70,475","1,367,656",5.15
Kansas,8/15/2020,"14,348",8/8/2020,"65,426","1,367,656",4.78
Kansas,8/22/2020,"15,409",8/15/2020,"61,802","1,367,656",4.52
Kansas,8/29/2020,"15,009",8/22/2020,"59,081","1,367,656",4.32
Kansas,9/5/2020,"13,094",8/29/2020,"56,819","1,367,656",4.15
Kansas,9/12/2020,"15,022",9/5/2020,"55,405","1,367,656",4.05
Kansas,9/19/2020,"17,474",9/12/2020,"52,959","1,367,656",3.87
Kansas,9/26/2020,"17,531",9/19/2020,"52,779","1,367,656",3.86
Kansas,10/3/2020,"14,219",9/26/2020,"47,744","1,367,656",3.49
Kansas,10/10/2020,"14,537",10/3/2020,"44,579","1,369,508",3.26
Kansas,10/17/2020,"17,547",10/10/2020,"44,327","1,369,508",3.24
Kansas,10/24/2020,"15,972",10/17/2020,"43,902","1,369,508",3.21
Kansas,10/31/2020,"18,683",10/24/2020,"45,664","1,369,508",3.33
Kentucky,1/4/2020,"5,175",12/28/2019,"22,515","1,890,475",1.19
Kentucky,1/11/2020,"3,968",1/4/2020,"25,124","1,890,475",1.33
Kentucky,1/18/2020,"3,084",1/11/2020,"24,066","1,890,475",1.27
Kentucky,1/25/2020,"2,569",1/18/2020,"22,874","1,890,475",1.21
Kentucky,2/1/2020,"2,625",1/25/2020,"23,219","1,890,475",1.23
Kentucky,2/8/2020,"2,936",2/1/2020,"22,937","1,890,475",1.21
Kentucky,2/15/2020,"2,813",2/8/2020,"23,076","1,890,475",1.22
Kentucky,2/22/2020,"2,508",2/15/2020,"22,623","1,890,475",1.2
Kentucky,2/29/2020,"2,223",2/22/2020,"23,733","1,890,475",1.26
Kentucky,3/7/2020,"2,463",2/29/2020,"22,770","1,890,475",1.2
Kentucky,3/14/2020,"2,785",3/7/2020,"22,940","1,890,475",1.21
Kentucky,3/21/2020,"49,023",3/14/2020,"22,328","1,890,475",1.18
Kentucky,3/28/2020,"113,149",3/21/2020,"24,361","1,890,475",1.29
Kentucky,4/4/2020,"117,575",3/28/2020,"130,151","1,890,475",6.88
Kentucky,4/11/2020,"116,277",4/4/2020,"182,097","1,893,451",9.62
Kentucky,4/18/2020,"103,981",4/11/2020,"199,030","1,893,451",10.51
Kentucky,4/25/2020,"91,223",4/18/2020,"260,662","1,893,451",13.77
Kentucky,5/2/2020,"69,372",4/25/2020,"256,200","1,893,451",13.53
Kentucky,5/9/2020,"69,372",5/2/2020,"253,186","1,893,451",13.37
Kentucky,5/16/2020,"47,321",5/9/2020,"246,575","1,893,451",13.02
Kentucky,5/23/2020,"54,023",5/16/2020,"245,804","1,893,451",12.98
Kentucky,5/30/2020,"43,013",5/23/2020,"205,804","1,893,451",10.87
Kentucky,6/6/2020,"40,733",5/30/2020,"197,472","1,893,451",10.43
Kentucky,6/13/2020,"37,650",6/6/2020,"180,952","1,893,451",9.56
Kentucky,6/20/2020,"24,846",6/13/2020,"171,917","1,893,451",9.08
Kentucky,6/27/2020,"30,640",6/20/2020,"159,343","1,893,451",8.42
Kentucky,7/4/2020,"23,282",6/27/2020,"150,522","1,893,451",7.95
Kentucky,7/11/2020,"24,544",7/4/2020,"158,381","1,896,673",8.35
Kentucky,7/18/2020,"24,488",7/11/2020,"145,825","1,896,673",7.69
Kentucky,7/25/2020,"21,041",7/18/2020,"141,055","1,896,673",7.44
Kentucky,8/1/2020,"21,020",7/25/2020,"136,509","1,896,673",7.2
Kentucky,8/8/2020,"17,465",8/1/2020,"141,583","1,896,673",7.46
Kentucky,8/15/2020,"18,266",8/8/2020,"128,187","1,896,673",6.76
Kentucky,8/22/2020,"16,321",8/15/2020,"127,603","1,896,673",6.73
Kentucky,8/29/2020,"16,504",8/22/2020,"116,383","1,896,673",6.14
Kentucky,9/5/2020,"9,285",8/29/2020,"119,639","1,896,673",6.31
Kentucky,9/12/2020,"8,672",9/5/2020,"106,835","1,896,673",5.63
Kentucky,9/19/2020,"8,413",9/12/2020,"112,884","1,896,673",5.95
Kentucky,9/26/2020,"7,520",9/19/2020,"100,938","1,896,673",5.32
Kentucky,10/3/2020,"5,687",9/26/2020,"94,187","1,896,673",4.97
Kentucky,10/10/2020,"5,969",10/3/2020,"80,246","1,899,546",4.22
Kentucky,10/17/2020,"5,951",10/10/2020,"73,637","1,899,546",3.88
Kentucky,10/24/2020,"5,325",10/17/2020,"61,867","1,899,546",3.26
Kentucky,10/31/2020,"9,193",10/24/2020,"58,831","1,899,546",3.1
Louisiana,1/4/2020,"1,658",12/28/2019,"16,553","1,890,973",0.88
Louisiana,1/11/2020,"2,521",1/4/2020,"15,957","1,892,522",0.84
Louisiana,1/18/2020,"2,008",1/11/2020,"16,076","1,892,522",0.85
Louisiana,1/25/2020,"1,878",1/18/2020,"15,500","1,892,522",0.82
Louisiana,2/1/2020,"2,058",1/25/2020,"16,189","1,892,522",0.86
Louisiana,2/8/2020,"1,805",2/1/2020,"15,051","1,892,522",0.8
Louisiana,2/15/2020,"1,739",2/8/2020,"15,057","1,892,522",0.8
Louisiana,2/22/2020,"1,798",2/15/2020,"14,640","1,892,522",0.77
Louisiana,2/29/2020,"1,509",2/22/2020,"15,289","1,892,522",0.81
Louisiana,3/7/2020,"1,698",2/29/2020,"14,199","1,892,522",0.75
Louisiana,3/14/2020,"2,255",3/7/2020,"13,987","1,892,522",0.74
Louisiana,3/21/2020,"72,438",3/14/2020,"14,143","1,892,522",0.75
Louisiana,3/28/2020,"97,400",3/21/2020,"58,027","1,892,522",3.07
Louisiana,4/4/2020,"100,621",3/28/2020,"116,690","1,892,522",6.17
Louisiana,4/11/2020,"79,653",4/4/2020,"217,532","1,891,334",11.5
Louisiana,4/18/2020,"91,923",4/11/2020,"246,296","1,891,334",13.02
Louisiana,4/25/2020,"66,141",4/18/2020,"300,657","1,891,334",15.9
Louisiana,5/2/2020,"50,941",4/25/2020,"310,013","1,891,334",16.39
Louisiana,5/9/2020,"40,125",5/2/2020,"325,136","1,891,334",17.19
Louisiana,5/16/2020,"28,545",5/9/2020,"326,504","1,891,334",17.26
Louisiana,5/23/2020,"23,961",5/16/2020,"328,409","1,891,334",17.36
Louisiana,5/30/2020,"19,334",5/23/2020,"301,598","1,891,334",15.95
Louisiana,6/6/2020,"21,879",5/30/2020,"305,083","1,891,334",16.13
Louisiana,6/13/2020,"23,122",6/6/2020,"306,358","1,891,334",16.2
Louisiana,6/20/2020,"19,524",6/13/2020,"300,389","1,891,334",15.88
Louisiana,6/27/2020,"21,976",6/20/2020,"306,089","1,891,334",16.18
Louisiana,7/4/2020,"31,417",6/27/2020,"313,157","1,891,334",16.56
Louisiana,7/11/2020,"26,351",7/4/2020,"312,893","1,889,866",16.56
Louisiana,7/18/2020,"32,079",7/11/2020,"313,117","1,889,866",16.57
Louisiana,7/25/2020,"18,511",7/18/2020,"324,357","1,889,866",17.16
Louisiana,8/1/2020,"13,402",7/25/2020,"327,467","1,889,866",17.33
Louisiana,8/8/2020,"11,131",8/1/2020,"299,974","1,889,866",15.87
Louisiana,8/15/2020,"14,365",8/8/2020,"255,068","1,889,866",13.5
Louisiana,8/22/2020,"12,529",8/15/2020,"250,720","1,889,866",13.27
Louisiana,8/29/2020,"16,191",8/22/2020,"249,610","1,889,866",13.21
Louisiana,9/5/2020,"24,566",8/29/2020,"256,184","1,889,866",13.56
Louisiana,9/12/2020,"16,182",9/5/2020,"250,244","1,889,866",13.24
Louisiana,9/19/2020,"14,842",9/12/2020,"238,724","1,889,866",12.63
Louisiana,9/26/2020,"16,296",9/19/2020,"214,860","1,889,866",11.37
Louisiana,10/3/2020,"13,461",9/26/2020,"195,223","1,889,866",10.33
Louisiana,10/10/2020,"13,577",10/3/2020,"165,320","1,887,456",8.76
Louisiana,10/17/2020,"13,039",10/10/2020,"146,622","1,887,456",7.77
Louisiana,10/24/2020,"9,943",10/17/2020,"128,378","1,887,456",6.8
Louisiana,10/31/2020,"8,419",10/24/2020,"115,350","1,887,456",6.11
Maine,1/4/2020,"1,663",12/28/2019,"7,828","601,875",1.3
Maine,1/11/2020,"1,561",1/4/2020,"7,832","602,736",1.3
Maine,1/18/2020,959,1/11/2020,"8,661","602,736",1.44
Maine,1/25/2020,944,1/18/2020,"8,457","602,736",1.4
Maine,2/1/2020,881,1/25/2020,"8,916","602,736",1.48
Maine,2/8/2020,702,2/1/2020,"8,809","602,736",1.46
Maine,2/15/2020,790,2/8/2020,"8,896","602,736",1.48
Maine,2/22/2020,737,2/15/2020,"8,624","602,736",1.43
Maine,2/29/2020,862,2/22/2020,"9,007","602,736",1.49
Maine,3/7/2020,715,2/29/2020,"8,739","602,736",1.45
Maine,3/14/2020,634,3/7/2020,"8,451","602,736",1.4
Maine,3/21/2020,"21,459",3/14/2020,"8,703","602,736",1.44
Maine,3/28/2020,"23,770",3/21/2020,"21,967","602,736",3.64
Maine,4/4/2020,"30,910",3/28/2020,"41,339","602,736",6.86
Maine,4/11/2020,"13,488",4/4/2020,"55,723","603,932",9.23
Maine,4/18/2020,"11,769",4/11/2020,"66,525","603,932",11.02
Maine,4/25/2020,"7,661",4/18/2020,"73,141","603,932",12.11
Maine,5/2/2020,"6,993",4/25/2020,"76,773","603,932",12.71
Maine,5/9/2020,"5,579",5/2/2020,"87,280","603,932",14.45
Maine,5/16/2020,"4,726",5/9/2020,"92,207","603,932",15.27
Maine,5/23/2020,"16,667",5/16/2020,"138,219","603,932",22.89
Maine,5/30/2020,"11,151",5/23/2020,"162,256","603,932",26.87
Maine,6/6/2020,"3,117",5/30/2020,"78,247","603,932",12.96
Maine,6/13/2020,"3,013",6/6/2020,"66,966","603,932",11.09
Maine,6/20/2020,"2,911",6/13/2020,"64,717","603,932",10.72
Maine,6/27/2020,"3,119",6/20/2020,"62,989","603,932",10.43
Maine,7/4/2020,"2,939",6/27/2020,"63,635","603,932",10.54
Maine,7/11/2020,"4,696",7/4/2020,"60,623","607,641",9.98
Maine,7/18/2020,"2,276",7/11/2020,"60,614","607,641",9.98
Maine,7/25/2020,"2,014",7/18/2020,"62,377","607,641",10.27
Maine,8/1/2020,"1,722",7/25/2020,"53,480","607,641",8.8
Maine,8/8/2020,"1,734",8/1/2020,"50,885","607,641",8.37
Maine,8/15/2020,"1,332",8/8/2020,"46,605","607,641",7.67
Maine,8/22/2020,"1,120",8/15/2020,"41,459","607,641",6.82
Maine,8/29/2020,"1,248",8/22/2020,"38,919","607,641",6.4
Maine,9/5/2020,"1,150",8/29/2020,"36,200","607,641",5.96
Maine,9/12/2020,"1,435",9/5/2020,"30,612","607,641",5.04
Maine,9/19/2020,"1,431",9/12/2020,"28,071","607,641",4.62
Maine,9/26/2020,"1,584",9/19/2020,"24,701","607,641",4.07
Maine,10/3/2020,"1,702",9/26/2020,"22,893","607,641",3.77
Maine,10/10/2020,"1,549",10/3/2020,"19,723","605,947",3.25
Maine,10/17/2020,"1,346",10/10/2020,"15,901","605,947",2.62
Maine,10/24/2020,"1,479",10/17/2020,"15,286","605,947",2.52
Maine,10/31/2020,"1,696",10/24/2020,"13,234","605,947",2.18
Maryland,1/4/2020,"3,997",12/28/2019,"30,571","2,547,265",1.2
Maryland,1/11/2020,"4,627",1/4/2020,"31,292","2,549,408",1.23
Maryland,1/18/2020,"3,739",1/11/2020,"29,203","2,549,408",1.15
Maryland,1/25/2020,"3,283",1/18/2020,"29,231","2,549,408",1.15
Maryland,2/1/2020,"3,203",1/25/2020,"29,788","2,549,408",1.17
Maryland,2/8/2020,"3,150",2/1/2020,"29,342","2,549,408",1.15
Maryland,2/15/2020,"3,048",2/8/2020,"29,219","2,549,408",1.15
Maryland,2/22/2020,"2,700",2/15/2020,"29,095","2,549,408",1.14
Maryland,2/29/2020,"2,626",2/22/2020,"28,412","2,549,408",1.11
Maryland,3/7/2020,"2,675",2/29/2020,"28,061","2,549,408",1.1
Maryland,3/14/2020,"3,864",3/7/2020,"27,039","2,549,408",1.06
Maryland,3/21/2020,"42,982",3/14/2020,"26,460","2,549,408",1.04
Maryland,3/28/2020,"85,377",3/21/2020,"47,954","2,549,408",1.88
Maryland,4/4/2020,"109,653",3/28/2020,"92,090","2,549,408",3.61
Maryland,4/11/2020,"63,235",4/4/2020,"160,897","2,555,073",6.3
Maryland,4/18/2020,"48,570",4/11/2020,"201,435","2,555,073",7.88
Maryland,4/25/2020,"37,995",4/18/2020,"224,315","2,555,073",8.78
Maryland,5/2/2020,"63,305",4/25/2020,"227,043","2,555,073",8.89
Maryland,5/9/2020,"45,664",5/2/2020,"254,713","2,555,073",9.97
Maryland,5/16/2020,"35,346",5/9/2020,"253,518","2,555,073",9.92
Maryland,5/23/2020,"34,048",5/16/2020,"255,313","2,555,073",9.99
Maryland,5/30/2020,"31,967",5/23/2020,"246,815","2,555,073",9.66
Maryland,6/6/2020,"41,695",5/30/2020,"247,237","2,555,073",9.68
Maryland,6/13/2020,"23,465",6/6/2020,"250,568","2,555,073",9.81
Maryland,6/20/2020,"32,583",6/13/2020,"244,172","2,555,073",9.56
Maryland,6/27/2020,"22,628",6/20/2020,"233,592","2,555,073",9.14
Maryland,7/4/2020,"33,230",6/27/2020,"246,727","2,555,073",9.66
Maryland,7/11/2020,"19,516",7/4/2020,"234,264","2,551,522",9.18
Maryland,7/18/2020,"17,242",7/11/2020,"232,305","2,551,522",9.1
Maryland,7/25/2020,"13,038",7/18/2020,"219,029","2,551,522",8.58
Maryland,8/1/2020,"10,835",7/25/2020,"203,445","2,551,522",7.97
Maryland,8/8/2020,"8,892",8/1/2020,"194,391","2,551,522",7.62
Maryland,8/15/2020,"9,053",8/8/2020,"180,568","2,551,522",7.08
Maryland,8/22/2020,"7,644",8/15/2020,"176,795","2,551,522",6.93
Maryland,8/29/2020,"7,271",8/22/2020,"175,969","2,551,522",6.9
Maryland,9/5/2020,"7,190",8/29/2020,"165,604","2,551,522",6.49
Maryland,9/12/2020,"7,858",9/5/2020,"164,868","2,551,522",6.46
Maryland,9/19/2020,"5,661",9/12/2020,"161,421","2,551,522",6.33
Maryland,9/26/2020,"9,280",9/19/2020,"169,032","2,551,522",6.62
Maryland,10/3/2020,"10,994",9/26/2020,"149,522","2,551,522",5.86
Maryland,10/10/2020,"12,347",10/3/2020,"115,445","2,466,552",4.68
Maryland,10/17/2020,"11,609",10/10/2020,"102,425","2,466,552",4.15
Maryland,10/24/2020,"10,743",10/17/2020,"83,240","2,466,552",3.37
Maryland,10/31/2020,"10,875",10/24/2020,"81,924","2,466,552",3.32
Massachusetts,1/4/2020,"9,464",12/28/2019,"76,528","3,546,144",2.16
Massachusetts,1/11/2020,"8,784",1/4/2020,"79,521","3,557,761",2.24
Massachusetts,1/18/2020,"6,940",1/11/2020,"75,076","3,557,761",2.11
Massachusetts,1/25/2020,"6,022",1/18/2020,"75,529","3,557,761",2.12
Massachusetts,2/1/2020,"5,523",1/25/2020,"76,927","3,557,761",2.16
Massachusetts,2/8/2020,"5,878",2/1/2020,"76,492","3,557,761",2.15
Massachusetts,2/15/2020,"5,393",2/8/2020,"76,912","3,557,761",2.16
Massachusetts,2/22/2020,"9,264",2/15/2020,"77,091","3,557,761",2.17
Massachusetts,2/29/2020,"4,865",2/22/2020,"83,220","3,557,761",2.34
Massachusetts,3/7/2020,"4,712",2/29/2020,"75,552","3,557,761",2.12
Massachusetts,3/14/2020,"7,449",3/7/2020,"74,336","3,557,761",2.09
Massachusetts,3/21/2020,"148,452",3/14/2020,"83,127","3,557,761",2.34
Massachusetts,3/28/2020,"181,423",3/21/2020,"183,105","3,557,761",5.15
Massachusetts,4/4/2020,"139,647",3/28/2020,"310,211","3,557,761",8.72
Massachusetts,4/11/2020,"103,813",4/4/2020,"361,600","3,568,892",10.13
Massachusetts,4/18/2020,"80,969",4/11/2020,"467,552","3,568,892",13.1
Massachusetts,4/25/2020,"71,358",4/18/2020,"532,508","3,568,892",14.92
Massachusetts,5/2/2020,"55,884",4/25/2020,"569,956","3,568,892",15.97
Massachusetts,5/9/2020,"44,915",5/2/2020,"575,569","3,568,892",16.13
Massachusetts,5/16/2020,"38,684",5/9/2020,"589,545","3,568,892",16.52
Massachusetts,5/23/2020,"38,332",5/16/2020,"594,515","3,568,892",16.66
Massachusetts,5/30/2020,"27,630",5/23/2020,"599,751","3,568,892",16.8
Massachusetts,6/6/2020,"45,142",5/30/2020,"574,019","3,568,892",16.08
Massachusetts,6/13/2020,"30,411",6/6/2020,"577,991","3,568,892",16.2
Massachusetts,6/20/2020,"30,005",6/13/2020,"566,165","3,568,892",15.86
Massachusetts,6/27/2020,"29,699",6/20/2020,"557,288","3,568,892",15.62
Massachusetts,7/4/2020,"27,051",6/27/2020,"557,705","3,568,892",15.63
Massachusetts,7/11/2020,"24,131",7/4/2020,"537,302","3,578,753",15.01
Massachusetts,7/18/2020,"18,638",7/11/2020,"519,211","3,578,753",14.51
Massachusetts,7/25/2020,"19,646",7/18/2020,"511,477","3,578,753",14.29
Massachusetts,8/1/2020,"15,637",7/25/2020,"512,245","3,578,753",14.31
Massachusetts,8/8/2020,"14,729",8/1/2020,"456,548","3,578,753",12.76
Massachusetts,8/15/2020,"17,184",8/8/2020,"435,742","3,578,753",12.18
Massachusetts,8/22/2020,"17,594",8/15/2020,"419,013","3,578,753",11.71
Massachusetts,8/29/2020,"18,568",8/22/2020,"407,376","3,578,753",11.38
Massachusetts,9/5/2020,"18,656",8/29/2020,"394,848","3,578,753",11.03
Massachusetts,9/12/2020,"18,388",9/5/2020,"375,192","3,578,753",10.48
Massachusetts,9/19/2020,"23,574",9/12/2020,"361,495","3,578,753",10.1
Massachusetts,9/26/2020,"25,460",9/19/2020,"327,621","3,578,753",9.15
Massachusetts,10/3/2020,"29,481",9/26/2020,"306,247","3,578,753",8.56
Massachusetts,10/10/2020,"39,962",10/3/2020,"268,942","3,578,753",7.51
Massachusetts,10/17/2020,"45,404",10/10/2020,"254,030","3,589,092",7.08
Massachusetts,10/24/2020,"47,887",10/17/2020,"249,005","3,589,092",6.94
Massachusetts,10/31/2020,"39,417",10/24/2020,"249,689","3,589,092",6.96
Michigan,1/4/2020,"13,207",12/28/2019,"72,103","4,298,761",1.68
Michigan,1/11/2020,"14,245",1/4/2020,"89,760","4,302,198",2.09
Michigan,1/18/2020,"10,304",1/11/2020,"84,136","4,302,198",1.96
Michigan,1/25/2020,"7,678",1/18/2020,"91,306","4,302,198",2.12
Michigan,2/1/2020,"6,869",1/25/2020,"82,775","4,302,198",1.92
Michigan,2/8/2020,"6,627",2/1/2020,"79,833","4,302,198",1.86
Michigan,2/15/2020,"5,587",2/8/2020,"79,149","4,302,198",1.84
Michigan,2/22/2020,"5,942",2/15/2020,"78,029","4,302,198",1.81
Michigan,2/29/2020,"5,419",2/22/2020,"78,570","4,302,198",1.83
Michigan,3/7/2020,"5,150",2/29/2020,"77,661","4,302,198",1.81
Michigan,3/14/2020,"5,338",3/7/2020,"75,757","4,302,198",1.76
Michigan,3/21/2020,"128,006",3/14/2020,"75,075","4,302,198",1.75
Michigan,3/28/2020,"304,335",3/21/2020,"88,183","4,302,198",2.05
Michigan,4/4/2020,"388,554",3/28/2020,"366,426","4,302,198",8.52
Michigan,4/11/2020,"222,207",4/4/2020,"749,011","4,305,711",17.4
Michigan,4/18/2020,"136,707",4/11/2020,"937,520","4,305,711",21.77
Michigan,4/25/2020,"82,004",4/18/2020,"934,599","4,305,711",21.71
Michigan,5/2/2020,"67,399",4/25/2020,"996,374","4,305,711",23.14
Michigan,5/9/2020,"55,166",5/2/2020,"973,278","4,305,711",22.6
Michigan,5/16/2020,"56,715",5/9/2020,"994,188","4,305,711",23.09
Michigan,5/23/2020,"64,574",5/16/2020,"985,294","4,305,711",22.88
Michigan,5/30/2020,"39,290",5/23/2020,"933,181","4,305,711",21.67
Michigan,6/6/2020,"27,836",5/30/2020,"756,276","4,305,711",17.56
Michigan,6/13/2020,"21,293",6/6/2020,"726,922","4,305,711",16.88
Michigan,6/20/2020,"19,641",6/13/2020,"584,424","4,305,711",13.57
Michigan,6/27/2020,"38,309",6/20/2020,"633,953","4,305,711",14.72
Michigan,7/4/2020,"34,602",6/27/2020,"529,147","4,305,711",12.29
Michigan,7/11/2020,"27,720",7/4/2020,"604,846","4,305,848",14.05
Michigan,7/18/2020,"24,596",7/11/2020,"519,655","4,305,848",12.07
Michigan,7/25/2020,"23,219",7/18/2020,"592,707","4,305,848",13.77
Michigan,8/1/2020,"19,842",7/25/2020,"514,836","4,305,848",11.96
Michigan,8/8/2020,"18,997",8/1/2020,"535,218","4,305,848",12.43
Michigan,8/15/2020,"20,188",8/8/2020,"428,028","4,305,848",9.94
Michigan,8/22/2020,"19,997",8/15/2020,"462,183","4,305,848",10.73
Michigan,8/29/2020,"18,838",8/22/2020,"401,800","4,305,848",9.33
Michigan,9/5/2020,"17,844",8/29/2020,"439,244","4,305,848",10.2
Michigan,9/12/2020,"19,571",9/5/2020,"393,705","4,305,848",9.14
Michigan,9/19/2020,"17,402",9/12/2020,"441,816","4,305,848",10.26
Michigan,9/26/2020,"19,760",9/19/2020,"440,645","4,305,848",10.23
Michigan,10/3/2020,"17,699",9/26/2020,"387,844","4,305,848",9.01
Michigan,10/10/2020,"15,084",10/3/2020,"301,296","4,304,929",7
Michigan,10/17/2020,"12,640",10/10/2020,"249,753","4,304,929",5.8
Michigan,10/24/2020,"18,082",10/17/2020,"235,256","4,304,929",5.46
Michigan,10/31/2020,"15,015",10/24/2020,"213,406","4,304,929",4.96
Minnesota,1/4/2020,"7,293",12/28/2019,"68,226","2,853,412",2.39
Minnesota,1/11/2020,"5,933",1/4/2020,"66,377","2,859,937",2.32
Minnesota,1/18/2020,"4,463",1/11/2020,"62,628","2,859,937",2.19
Minnesota,1/25/2020,"3,931",1/18/2020,"61,704","2,859,937",2.16
Minnesota,2/1/2020,"3,700",1/25/2020,"62,189","2,859,937",2.17
Minnesota,2/8/2020,"4,108",2/1/2020,"64,105","2,859,937",2.24
Minnesota,2/15/2020,"3,641",2/8/2020,"63,956","2,859,937",2.24
Minnesota,2/22/2020,"3,539",2/15/2020,"62,200","2,859,937",2.17
Minnesota,2/29/2020,"3,410",2/22/2020,"61,696","2,859,937",2.16
Minnesota,3/7/2020,"3,488",2/29/2020,"62,767","2,859,937",2.19
Minnesota,3/14/2020,"4,010",3/7/2020,"61,781","2,859,937",2.16
Minnesota,3/21/2020,"115,773",3/14/2020,"66,787","2,859,937",2.34
Minnesota,3/28/2020,"109,095",3/21/2020,"160,873","2,859,937",5.63
Minnesota,4/4/2020,"110,260",3/28/2020,"248,023","2,859,937",8.67
Minnesota,4/11/2020,"93,133",4/4/2020,"341,578","2,864,234",11.93
Minnesota,4/18/2020,"74,829",4/11/2020,"391,284","2,864,234",13.66
Minnesota,4/25/2020,"48,595",4/18/2020,"416,993","2,864,234",14.56
Minnesota,5/2/2020,"41,492",4/25/2020,"420,212","2,864,234",14.67
Minnesota,5/9/2020,"37,669",5/2/2020,"429,187","2,864,234",14.98
Minnesota,5/16/2020,"28,893",5/9/2020,"427,690","2,864,234",14.93
Minnesota,5/23/2020,"27,211",5/16/2020,"416,668","2,864,234",14.55
Minnesota,5/30/2020,"21,654",5/23/2020,"397,899","2,864,234",13.89
Minnesota,6/6/2020,"28,311",5/30/2020,"398,799","2,864,234",13.92
Minnesota,6/13/2020,"24,696",6/6/2020,"371,930","2,864,234",12.99
Minnesota,6/20/2020,"20,487",6/13/2020,"351,772","2,864,234",12.28
Minnesota,6/27/2020,"19,373",6/20/2020,"337,382","2,864,234",11.78
Minnesota,7/4/2020,"19,362",6/27/2020,"326,245","2,864,234",11.39
Minnesota,7/11/2020,"21,637",7/4/2020,"332,040","2,868,184",11.58
Minnesota,7/18/2020,"17,706",7/11/2020,"314,937","2,868,184",10.98
Minnesota,7/25/2020,"15,311",7/18/2020,"305,530","2,868,184",10.65
Minnesota,8/1/2020,"12,315",7/25/2020,"288,215","2,868,184",10.05
Minnesota,8/8/2020,"9,087",8/1/2020,"259,525","2,868,184",9.05
Minnesota,8/15/2020,"12,081",8/8/2020,"244,418","2,868,184",8.52
Minnesota,8/22/2020,"10,817",8/15/2020,"231,989","2,868,184",8.09
Minnesota,8/29/2020,"10,295",8/22/2020,"219,557","2,868,184",7.65
Minnesota,9/5/2020,"11,038",8/29/2020,"212,993","2,868,184",7.43
Minnesota,9/12/2020,"11,181",9/5/2020,"207,645","2,868,184",7.24
Minnesota,9/19/2020,"10,901",9/12/2020,"192,217","2,868,184",6.7
Minnesota,9/26/2020,"9,339",9/19/2020,"174,779","2,868,184",6.09
Minnesota,10/3/2020,"9,697",9/26/2020,"152,536","2,868,184",5.32
Minnesota,10/10/2020,"9,340",10/3/2020,"138,673","2,871,418",4.83
Minnesota,10/17/2020,"9,833",10/10/2020,"122,976","2,871,418",4.28
Minnesota,10/24/2020,"11,681",10/17/2020,"116,856","2,871,418",4.07
Minnesota,10/31/2020,"12,499",10/24/2020,"110,584","2,871,418",3.85
Mississippi,1/4/2020,"1,178",12/28/2019,"9,681","1,107,596",0.87
Mississippi,1/11/2020,"1,515",1/4/2020,"9,536","1,108,618",0.86
Mississippi,1/18/2020,"1,135",1/11/2020,"8,804","1,108,618",0.79
Mississippi,1/25/2020,993,1/18/2020,"8,562","1,108,618",0.77
Mississippi,2/1/2020,963,1/25/2020,"8,674","1,108,618",0.78
Mississippi,2/8/2020,968,2/1/2020,"8,261","1,108,618",0.75
Mississippi,2/15/2020,861,2/8/2020,"8,216","1,108,618",0.74
Mississippi,2/22/2020,827,2/15/2020,"7,922","1,108,618",0.71
Mississippi,2/29/2020,744,2/22/2020,"7,842","1,108,618",0.71
Mississippi,3/7/2020,879,2/29/2020,"7,416","1,108,618",0.67
Mississippi,3/14/2020,"1,147",3/7/2020,"7,098","1,108,618",0.64
Mississippi,3/21/2020,"5,519",3/14/2020,"6,667","1,108,618",0.6
Mississippi,3/28/2020,"32,015",3/21/2020,"9,581","1,108,618",0.86
Mississippi,4/4/2020,"45,852",3/28/2020,"29,373","1,108,618",2.65
Mississippi,4/11/2020,"45,748",4/4/2020,"60,737","1,109,819",5.47
Mississippi,4/18/2020,"36,913",4/11/2020,"93,005","1,109,819",8.38
Mississippi,4/25/2020,"29,906",4/18/2020,"135,722","1,109,819",12.23
Mississippi,5/2/2020,"25,745",4/25/2020,"162,078","1,109,819",14.6
Mississippi,5/9/2020,"23,618",5/2/2020,"208,270","1,109,819",18.77
Mississippi,5/16/2020,"24,242",5/9/2020,"189,886","1,109,819",17.11
Mississippi,5/23/2020,"23,856",5/16/2020,"184,150","1,109,819",16.59
Mississippi,5/30/2020,"24,014",5/23/2020,"174,808","1,109,819",15.75
Mississippi,6/6/2020,"21,283",5/30/2020,"148,902","1,109,819",13.42
Mississippi,6/13/2020,"18,407",6/6/2020,"123,192","1,109,819",11.1
